,Unnamed: 0,LONGITUDE,LATITUDE,DATE_START,DATE_END,FLAG,EQ_NUM,SURFSKINTEMP,SURFAIRTEMP,TOTH2OVAP,TOTO3,TOTCO,TOTCH4,OLR_ARIS,CLROLR_ARIS,OLR_NOAA,MODIS_LST,LABEL_PREDICTION
2807,Fold3.11634,122.5,24.5,2006-12-22,2006-12-26,1,132,5,5,11,13,4,1,6,6,5,1,1
2808,Fold3.11635,121.5,19.5,2006-11-27,2006-12-01,1,132,10,1,6,12,5,5,4,4,12,4,1
2809,Fold3.11636,121.5,19.5,2006-12-02,2006-12-06,1,132,6,1,8,1,2,5,11,11,10,2,1
2810,Fold3.11637,121.5,19.5,2006-12-07,2006-12-11,1,132,1,3,6,5,3,11,2,2,5,2,1
2811,Fold3.11638,121.5,19.5,2006-12-12,2006-12-16,1,132,10,10,3,17,9,6,11,11,5,1,1
2812,Fold3.11639,121.5,19.5,2006-12-17,2006-12-21,1,132,2,9,2,3,4,6,8,8,3,1,1
2813,Fold3.11640,121.5,19.5,2006-12-22,2006-12-26,1,132,8,5,11,13,10,1,7,7,5,1,1
2814,Fold3.11641,121.5,20.5,2006-11-27,2006-12-01,1,132,1,3,6,9,2,9,7,7,12,4,1
2815,Fold3.11642,121.5,20.5,2006-12-02,2006-12-06,1,132,6,6,2,1,3,5,8,8,10,2,1
2816,Fold3.11643,121.5,20.5,2006-12-07,2006-12-11,1,132,3,3,1,5,3,9,2,2,7,2,0
2817,Fold3.11644,121.5,20.5,2006-12-12,2006-12-16,1,132,1,10,3,1,9,3,11,11,5,3,1
2818,Fold3.11645,121.5,20.5,2006-12-17,2006-12-21,1,132,5,9,2,17,4,6,3,3,3,1,1
2819,Fold3.11646,121.5,20.5,2006-12-22,2006-12-26,1,132,5,5,11,13,10,1,3,3,5,1,1
2820,Fold3.11647,121.5,21.5,2006-11-27,2006-12-01,1,132,1,3,6,9,3,9,8,8,12,1,1
2821,Fold3.11648,121.5,21.5,2006-12-02,2006-12-06,1,132,2,6,2,17,9,6,8,8,11,3,0
2822,Fold3.11649,121.5,21.5,2006-12-07,2006-12-11,1,132,1,3,1,5,3,5,1,1,7,2,0
2823,Fold3.11650,121.5,21.5,2006-12-12,2006-12-16,1,132,6,2,3,1,3,10,11,11,6,2,1
2824,Fold3.11651,121.5,21.5,2006-12-17,2006-12-21,1,132,6,1,2,3,4,6,3,3,1,3,1
2825,Fold3.11652,121.5,21.5,2006-12-22,2006-12-26,1,132,5,10,11,13,12,1,3,3,5,1,1
2826,Fold3.11653,121.5,22.5,2006-11-27,2006-12-01,1,132,9,3,6,9,3,9,8,6,12,4,1
2827,Fold3.11654,121.5,22.5,2006-12-02,2006-12-06,1,132,4,2,10,11,3,3,11,11,8,3,0
2828,Fold3.11655,121.5,22.5,2006-12-07,2006-12-11,1,132,3,1,5,8,3,5,1,1,7,2,0
2829,Fold3.11656,121.5,22.5,2006-12-12,2006-12-16,1,132,3,2,10,1,9,10,11,11,1,3,1
2830,Fold3.11657,121.5,22.5,2006-12-17,2006-12-21,1,132,6,9,2,1,4,6,1,1,5,1,1
2831,Fold3.11658,121.5,22.5,2006-12-22,2006-12-26,1,132,3,5,11,13,7,1,6,6,5,3,1
2832,Fold3.11659,121.5,23.5,2006-11-27,2006-12-01,1,132,9,7,1,13,9,6,2,2,6,4,1
2833,Fold3.11660,121.5,23.5,2006-12-02,2006-12-06,1,132,6,2,10,8,2,3,11,11,8,2,0
2834,Fold3.11661,121.5,23.5,2006-12-07,2006-12-11,1,132,3,3,6,8,9,11,1,1,5,2,0
2835,Fold3.11662,121.5,23.5,2006-12-12,2006-12-16,1,132,8,2,10,1,14,10,12,2,12,1,0
2836,Fold3.11663,121.5,23.5,2006-12-17,2006-12-21,1,132,6,9,2,3,4,6,5,5,12,3,1
2837,Fold3.11664,121.5,23.5,2006-12-22,2006-12-26,1,132,5,5,11,13,11,1,11,11,5,3,1
2838,Fold3.11665,121.5,24.5,2006-11-27,2006-12-01,1,132,1,9,2,7,5,6,4,4,12,4,1
2839,Fold3.11666,121.5,24.5,2006-12-02,2006-12-06,1,132,1,2,10,8,11,3,10,10,9,2,1
2840,Fold3.11667,121.5,24.5,2006-12-07,2006-12-11,1,132,9,5,11,12,3,1,8,8,8,2,0
2841,Fold3.11668,121.5,24.5,2006-12-12,2006-12-16,1,132,8,6,10,14,13,7,3,3,5,1,0
2842,Fold3.11669,121.5,24.5,2006-12-17,2006-12-21,1,132,3,9,2,5,12,6,10,10,11,1,1
2843,Fold3.11670,121.5,24.5,2006-12-22,2006-12-26,1,132,7,5,11,13,7,1,11,11,6,1,1
2844,Fold3.11671,120.5,24.5,2006-11-27,2006-12-01,1,132,9,9,2,7,5,6,1,1,12,1,0
2845,Fold3.11672,120.5,24.5,2006-12-02,2006-12-06,1,132,5,10,10,8,11,6,5,5,5,2,0
2846,Fold3.11673,120.5,24.5,2006-12-07,2006-12-11,1,132,4,5,7,8,3,1,8,8,8,2,0
2847,Fold3.11674,120.5,24.5,2006-12-12,2006-12-16,1,132,6,6,8,14,1,7,2,2,12,1,1
2848,Fold3.11675,120.5,24.5,2006-12-17,2006-12-21,1,132,8,2,3,8,4,3,10,5,12,1,0
2849,Fold3.11676,120.5,24.5,2006-12-22,2006-12-26,1,132,10,5,2,9,12,1,8,8,6,3,0
2850,Fold3.11677,120.5,23.5,2006-11-27,2006-12-01,1,132,9,1,2,13,5,1,1,1,6,1,1
2851,Fold3.11678,120.5,23.5,2006-12-02,2006-12-06,1,132,5,2,10,7,2,3,8,8,8,2,0
2852,Fold3.11679,120.5,23.5,2006-12-07,2006-12-11,1,132,10,1,7,8,3,1,9,11,7,2,1
2853,Fold3.11680,120.5,23.5,2006-12-12,2006-12-16,1,132,3,2,10,1,14,10,4,4,5,1,1
2854,Fold3.11681,120.5,23.5,2006-12-17,2006-12-21,1,132,3,9,2,8,4,3,10,10,12,1,1
2855,Fold3.11682,120.5,23.5,2006-12-22,2006-12-26,1,132,10,5,11,8,10,1,2,2,5,3,0
2856,Fold3.11683,120.5,22.5,2006-11-27,2006-12-01,1,132,5,3,6,13,9,5,3,3,12,4,1
2857,Fold3.11684,120.5,22.5,2006-12-02,2006-12-06,1,132,5,10,10,6,9,2,2,2,8,2,0
2858,Fold3.11685,120.5,22.5,2006-12-07,2006-12-11,1,132,10,1,5,8,3,5,9,9,5,2,0
2859,Fold3.11686,120.5,22.5,2006-12-12,2006-12-16,1,132,3,2,10,1,5,3,2,2,5,1,0
2860,Fold3.11687,120.5,22.5,2006-12-17,2006-12-21,1,132,3,9,2,8,15,6,5,5,1,3,0
2861,Fold3.11688,120.5,22.5,2006-12-22,2006-12-26,1,132,10,5,11,9,10,1,3,3,5,1,1
2862,Fold3.11689,120.5,21.5,2006-11-27,2006-12-01,1,132,10,1,6,13,3,9,5,5,12,1,1
2863,Fold3.11690,120.5,21.5,2006-12-02,2006-12-06,1,132,10,10,9,6,9,3,11,11,10,2,1
2864,Fold3.11691,120.5,21.5,2006-12-07,2006-12-11,1,132,4,8,12,8,3,9,8,8,7,2,0
2865,Fold3.11692,120.5,21.5,2006-12-12,2006-12-16,1,132,7,10,10,1,3,3,11,11,6,2,0
2866,Fold3.11693,120.5,21.5,2006-12-17,2006-12-21,1,132,8,5,2,3,4,6,4,4,3,3,1
2867,Fold3.11694,120.5,21.5,2006-12-22,2006-12-26,1,132,5,9,2,9,15,1,5,5,5,1,0
2868,Fold3.11695,120.5,20.5,2006-11-27,2006-12-01,1,132,1,3,6,9,5,11,5,5,12,3,1
2869,Fold3.11696,120.5,20.5,2006-12-02,2006-12-06,1,132,4,9,10,1,3,6,9,8,10,3,1
2870,Fold3.11697,120.5,20.5,2006-12-07,2006-12-11,1,132,4,8,1,10,2,5,8,8,7,3,0
2871,Fold3.11698,120.5,20.5,2006-12-12,2006-12-16,1,132,1,2,3,1,9,3,11,11,6,3,0
2872,Fold3.11699,120.5,20.5,2006-12-17,2006-12-21,1,132,5,5,2,6,12,6,3,3,1,3,1
2873,Fold3.11700,120.5,20.5,2006-12-22,2006-12-26,1,132,6,9,2,13,10,6,7,7,5,3,1
2874,Fold3.11701,120.5,19.5,2006-11-27,2006-12-01,1,132,1,1,6,9,5,9,7,7,12,4,1
2875,Fold3.11702,120.5,19.5,2006-12-02,2006-12-06,1,132,4,6,2,1,3,5,9,9,11,2,1
2876,Fold3.11703,120.5,19.5,2006-12-07,2006-12-11,1,132,1,3,5,10,3,11,1,1,7,3,0
2877,Fold3.11704,120.5,19.5,2006-12-12,2006-12-16,1,132,10,2,3,1,9,6,11,11,5,3,0
2878,Fold3.11705,120.5,19.5,2006-12-17,2006-12-21,1,132,2,5,2,17,4,6,8,8,1,1,1
2879,Fold3.11706,120.5,19.5,2006-12-22,2006-12-26,1,132,2,9,2,13,10,6,3,3,5,1,1
2880,Fold3.11707,119.5,24.5,2006-11-27,2006-12-01,1,132,1,10,11,16,2,6,9,9,12,1,1
2881,Fold3.11708,119.5,24.5,2006-12-02,2006-12-06,1,132,2,9,11,7,11,6,8,8,5,2,0
2882,Fold3.11709,119.5,24.5,2006-12-07,2006-12-11,1,132,3,4,11,13,3,1,9,9,8,3,0
2883,Fold3.11710,119.5,24.5,2006-12-12,2006-12-16,1,132,6,6,10,14,2,7,8,8,1,2,1
2884,Fold3.11711,119.5,24.5,2006-12-17,2006-12-21,1,132,4,9,2,15,12,6,5,5,11,1,1
2885,Fold3.11712,119.5,24.5,2006-12-22,2006-12-26,1,132,10,5,2,9,10,1,12,12,5,1,1
2886,Fold3.11713,119.5,23.5,2006-11-27,2006-12-01,1,132,9,5,2,4,13,1,1,1,6,1,1
2887,Fold3.11714,119.5,23.5,2006-12-02,2006-12-06,1,132,10,2,3,8,11,3,10,10,8,2,0
2888,Fold3.11715,119.5,23.5,2006-12-07,2006-12-11,1,132,1,1,7,8,3,1,1,1,7,3,0
2889,Fold3.11716,119.5,23.5,2006-12-12,2006-12-16,1,132,6,6,10,14,14,7,11,11,12,2,1
2890,Fold3.11717,119.5,23.5,2006-12-17,2006-12-21,1,132,1,5,2,15,4,5,10,10,6,3,0
2891,Fold3.11718,119.5,23.5,2006-12-22,2006-12-26,1,132,10,4,1,9,2,1,1,1,5,1,0
2892,Fold3.11719,119.5,19.5,2006-11-27,2006-12-01,1,132,1,3,6,9,5,9,7,7,12,3,0
2893,Fold3.11720,119.5,19.5,2006-12-02,2006-12-06,1,132,10,10,10,17,3,2,8,8,11,3,1
2894,Fold3.11721,119.5,19.5,2006-12-07,2006-12-11,1,132,4,8,4,5,3,9,8,8,7,3,0
2895,Fold3.11722,119.5,19.5,2006-12-12,2006-12-16,1,132,1,2,3,1,9,6,11,11,5,3,0
2896,Fold3.11723,119.5,19.5,2006-12-17,2006-12-21,1,132,2,5,11,17,4,6,3,3,1,3,0
2897,Fold3.11724,119.5,19.5,2006-12-22,2006-12-26,1,132,4,9,2,13,16,1,7,7,5,3,1
2898,Fold3.11725,119.5,20.5,2006-11-27,2006-12-01,1,132,4,1,6,9,5,9,12,12,12,3,0
2899,Fold3.11726,119.5,20.5,2006-12-02,2006-12-06,1,132,10,10,11,11,11,6,11,11,10,3,1
2900,Fold3.11727,119.5,20.5,2006-12-07,2006-12-11,1,132,4,8,12,8,3,5,8,8,7,3,0
2901,Fold3.11728,119.5,20.5,2006-12-12,2006-12-16,1,132,1,10,3,1,3,3,11,11,3,3,0
2902,Fold3.11729,119.5,20.5,2006-12-17,2006-12-21,1,132,6,5,11,8,4,6,5,5,1,3,1
2903,Fold3.11730,119.5,20.5,2006-12-22,2006-12-26,1,132,6,5,2,13,15,6,5,5,5,3,1
2904,Fold3.11731,119.5,21.5,2006-11-27,2006-12-01,1,132,10,3,6,13,13,11,5,7,11,3,0
2905,Fold3.11732,119.5,21.5,2006-12-02,2006-12-06,1,132,4,10,9,6,9,2,11,11,8,3,0
2906,Fold3.11733,119.5,21.5,2006-12-07,2006-12-11,1,132,4,1,5,8,3,9,8,8,7,3,1
2907,Fold3.11734,119.5,21.5,2006-12-12,2006-12-16,1,132,3,2,10,1,3,10,11,11,6,3,1
2908,Fold3.11735,119.5,21.5,2006-12-17,2006-12-21,1,132,6,5,2,3,12,6,4,4,1,3,1
2909,Fold3.11736,119.5,21.5,2006-12-22,2006-12-26,1,132,5,5,2,13,15,1,5,3,5,3,1
2910,Fold3.11737,119.5,22.5,2006-11-27,2006-12-01,1,132,5,3,6,13,1,1,3,3,12,1,1
2911,Fold3.11738,119.5,22.5,2006-12-02,2006-12-06,1,132,4,2,3,7,11,3,8,8,8,3,0
2912,Fold3.11739,119.5,22.5,2006-12-07,2006-12-11,1,132,10,8,4,8,3,1,8,8,5,4,1
2913,Fold3.11740,119.5,22.5,2006-12-12,2006-12-16,1,132,6,10,10,1,3,10,11,11,5,3,1
2914,Fold3.11741,119.5,22.5,2006-12-17,2006-12-21,1,132,1,9,2,8,15,5,5,5,1,4,1
2915,Fold3.11742,119.5,22.5,2006-12-22,2006-12-26,1,132,10,5,2,9,10,1,3,7,5,1,0
2916,Fold3.11743,118.5,19.5,2006-11-27,2006-12-01,1,132,4,1,6,9,16,5,12,12,12,3,0
2917,Fold3.11744,118.5,19.5,2006-12-02,2006-12-06,1,132,10,10,10,17,9,2,6,6,11,3,1
2918,Fold3.11745,118.5,19.5,2006-12-07,2006-12-11,1,132,10,3,12,8,3,9,8,8,1,3,1
2919,Fold3.11746,118.5,19.5,2006-12-12,2006-12-16,1,132,4,2,3,3,3,10,9,9,1,3,1
2920,Fold3.11747,118.5,19.5,2006-12-17,2006-12-21,1,132,6,1,2,8,15,5,8,8,1,3,1
2921,Fold3.11748,118.5,19.5,2006-12-22,2006-12-26,1,132,6,9,2,13,16,6,5,5,5,3,1
2922,Fold3.11749,118.5,20.5,2006-11-27,2006-12-01,1,132,9,1,6,9,2,5,12,12,11,3,0
2923,Fold3.11750,118.5,20.5,2006-12-02,2006-12-06,1,132,10,2,3,11,9,2,6,6,8,3,0
2924,Fold3.11751,118.5,20.5,2006-12-07,2006-12-11,1,132,4,3,6,8,3,11,8,8,5,3,1
2925,Fold3.11752,118.5,20.5,2006-12-12,2006-12-16,1,132,3,2,3,3,3,10,11,11,9,3,1
2926,Fold3.11753,118.5,20.5,2006-12-17,2006-12-21,1,132,6,9,2,8,15,6,10,5,7,3,0
2927,Fold3.11754,118.5,20.5,2006-12-22,2006-12-26,1,132,2,9,11,13,15,6,5,5,5,3,1
2928,Fold3.11755,118.5,21.5,2006-11-27,2006-12-01,1,132,9,1,6,13,2,1,7,7,11,3,1
2929,Fold3.11756,118.5,21.5,2006-12-02,2006-12-06,1,132,4,2,3,11,9,3,6,6,8,3,1
2930,Fold3.11757,118.5,21.5,2006-12-07,2006-12-11,1,132,4,1,5,8,3,5,2,2,8,3,0
2931,Fold3.11758,118.5,21.5,2006-12-12,2006-12-16,1,132,6,2,10,1,3,10,9,9,6,3,1
2932,Fold3.11759,118.5,21.5,2006-12-17,2006-12-21,1,132,6,9,2,8,12,6,8,8,9,3,1
2933,Fold3.11760,118.5,21.5,2006-12-22,2006-12-26,1,132,5,5,2,13,16,1,5,5,5,3,0
2934,Fold3.11761,118.5,22.5,2006-11-27,2006-12-01,1,132,9,1,5,13,1,1,8,8,12,3,1
2935,Fold3.11762,118.5,22.5,2006-12-02,2006-12-06,1,132,5,2,3,6,7,3,10,10,7,3,0
2936,Fold3.11763,118.5,22.5,2006-12-07,2006-12-11,1,132,4,1,7,8,3,1,1,1,7,3,0
2937,Fold3.11764,118.5,22.5,2006-12-12,2006-12-16,1,132,6,2,10,1,13,10,9,9,5,3,1
2938,Fold3.11765,118.5,22.5,2006-12-17,2006-12-21,1,132,1,10,2,8,12,6,8,8,9,3,1
2939,Fold3.11766,118.5,22.5,2006-12-22,2006-12-26,1,132,10,5,2,9,10,1,3,3,5,3,1
2940,Fold3.11767,118.5,23.5,2006-11-27,2006-12-01,1,132,4,9,2,16,13,6,1,1,12,4,0
2941,Fold3.11768,118.5,23.5,2006-12-02,2006-12-06,1,132,10,2,3,8,11,3,10,10,3,3,0
2942,Fold3.11769,118.5,23.5,2006-12-07,2006-12-11,1,132,6,5,11,2,13,1,9,9,11,3,1
2943,Fold3.11770,118.5,23.5,2006-12-12,2006-12-16,1,132,6,6,8,1,2,9,11,11,12,3,1
2944,Fold3.11771,118.5,23.5,2006-12-17,2006-12-21,1,132,4,9,2,12,4,6,6,6,6,4,1
2945,Fold3.11772,118.5,23.5,2006-12-22,2006-12-26,1,132,10,1,2,9,10,1,2,2,5,4,0
2946,Fold3.11773,118.5,24.5,2006-11-27,2006-12-01,1,132,6,9,2,13,2,6,2,2,12,1,1
2947,Fold3.11774,118.5,24.5,2006-12-02,2006-12-06,1,132,10,9,11,8,11,6,9,8,5,2,0
2948,Fold3.11775,118.5,24.5,2006-12-07,2006-12-11,1,132,4,5,2,2,13,1,1,1,11,2,0
2949,Fold3.11776,118.5,24.5,2006-12-12,2006-12-16,1,132,6,3,1,12,3,9,8,8,1,3,1
2950,Fold3.11777,118.5,24.5,2006-12-17,2006-12-21,1,132,4,5,2,5,4,6,10,10,6,3,1
2951,Fold3.11778,118.5,24.5,2006-12-22,2006-12-26,1,132,5,5,2,9,14,1,1,1,5,1,0
2952,Fold3.11779,109.5,-8.5,2007-07-12,2007-07-16,1,126,10,3,12,15,4,5,6,6,7,3,0
2953,Fold3.11780,109.5,-8.5,2007-07-17,2007-07-21,1,126,3,10,11,1,2,3,9,9,1,4,1
2954,Fold3.11781,109.5,-8.5,2007-07-22,2007-07-26,1,126,6,1,5,8,15,11,7,7,8,2,0
2955,Fold3.11782,109.5,-8.5,2007-07-27,2007-07-31,1,126,4,3,5,1,11,9,8,8,5,3,1
2956,Fold3.11783,109.5,-8.5,2007-08-01,2007-08-05,1,126,1,2,10,8,16,7,12,12,8,1,0
2957,Fold3.11784,109.5,-7.5,2007-07-12,2007-07-16,1,126,10,3,5,5,7,5,6,6,11,1,0
2958,Fold3.11785,109.5,-7.5,2007-07-17,2007-07-21,1,126,3,10,9,1,7,3,9,9,9,1,1
2959,Fold3.11786,109.5,-7.5,2007-07-22,2007-07-26,1,126,6,3,12,8,15,11,5,5,10,3,1
2960,Fold3.11787,109.5,-7.5,2007-07-27,2007-07-31,1,126,4,1,5,1,10,5,8,8,5,3,1
2961,Fold3.11788,109.5,-7.5,2007-08-01,2007-08-05,1,126,7,2,10,12,16,10,12,12,5,1,0
2962,Fold3.11789,109.5,-6.5,2007-07-12,2007-07-16,1,126,7,6,12,15,4,11,6,6,9,3,1
2963,Fold3.11790,109.5,-6.5,2007-07-17,2007-07-21,1,126,8,8,9,5,7,3,6,6,11,1,1
2964,Fold3.11791,109.5,-6.5,2007-07-22,2007-07-26,1,126,3,6,8,13,15,5,5,5,8,1,0
2965,Fold3.11792,109.5,-6.5,2007-07-27,2007-07-31,1,126,2,9,2,1,11,6,8,8,5,4,0
2966,Fold3.11793,109.5,-6.5,2007-08-01,2007-08-05,1,126,5,9,10,12,16,2,7,7,5,4,0
2967,Fold3.11794,109.5,-5.5,2007-07-12,2007-07-16,1,126,9,6,8,12,4,8,6,6,9,4,1
2968,Fold3.11795,109.5,-5.5,2007-07-17,2007-07-21,1,126,3,4,9,5,7,7,6,6,11,1,0
2969,Fold3.11796,109.5,-5.5,2007-07-22,2007-07-26,1,126,3,6,12,7,16,7,5,5,8,1,1
2970,Fold3.11797,109.5,-5.5,2007-07-27,2007-07-31,1,126,8,5,11,5,7,3,11,11,5,3,1
2971,Fold3.11798,109.5,-5.5,2007-08-01,2007-08-05,1,126,9,9,10,12,15,2,7,7,3,3,1
2972,Fold3.11799,109.5,-4.5,2007-07-12,2007-07-16,1,126,9,1,8,15,4,8,6,6,1,3,0
2973,Fold3.11800,109.5,-4.5,2007-07-17,2007-07-21,1,126,2,4,1,10,3,6,9,9,9,3,0
2974,Fold3.11801,109.5,-4.5,2007-07-22,2007-07-26,1,126,10,6,8,8,10,5,3,3,10,3,0
2975,Fold3.11802,109.5,-4.5,2007-07-27,2007-07-31,1,126,2,4,11,10,4,3,6,6,5,3,1
2976,Fold3.11803,109.5,-4.5,2007-08-01,2007-08-05,1,126,10,2,10,9,15,6,5,5,5,3,0
2977,Fold3.11804,109.5,-3.5,2007-07-12,2007-07-16,1,126,9,1,5,15,7,2,6,6,3,3,1
2978,Fold3.11805,109.5,-3.5,2007-07-17,2007-07-21,1,126,2,1,7,14,7,1,11,11,5,3,1
2979,Fold3.11806,109.5,-3.5,2007-07-22,2007-07-26,1,126,6,9,10,11,16,10,3,3,10,1,1
2980,Fold3.11807,109.5,-3.5,2007-07-27,2007-07-31,1,126,2,5,11,8,15,2,10,10,5,3,0
2981,Fold3.11808,109.5,-3.5,2007-08-01,2007-08-05,1,126,10,2,10,9,15,1,5,5,5,3,0
2982,Fold3.11809,108.5,-8.5,2007-07-12,2007-07-16,1,126,9,2,3,15,7,2,6,6,5,1,0
2983,Fold3.11810,108.5,-8.5,2007-07-17,2007-07-21,1,126,6,5,11,17,3,6,9,9,3,3,0
2984,Fold3.11811,108.5,-8.5,2007-07-22,2007-07-26,1,126,6,6,8,9,16,7,7,7,8,1,0
2985,Fold3.11812,108.5,-8.5,2007-07-27,2007-07-31,1,126,10,1,7,17,11,5,8,8,5,1,0
2986,Fold3.11813,108.5,-8.5,2007-08-01,2007-08-05,1,126,1,2,10,8,10,5,8,8,7,1,1
2987,Fold3.11814,108.5,-7.5,2007-07-12,2007-07-16,1,126,1,7,9,15,9,2,11,11,1,1,0
2988,Fold3.11815,108.5,-7.5,2007-07-17,2007-07-21,1,126,3,9,2,5,11,6,11,11,11,1,1
2989,Fold3.11816,108.5,-7.5,2007-07-22,2007-07-26,1,126,6,6,8,9,15,10,5,5,10,1,1
2990,Fold3.11817,108.5,-7.5,2007-07-27,2007-07-31,1,126,10,1,7,17,11,5,8,8,5,2,0
2991,Fold3.11818,108.5,-7.5,2007-08-01,2007-08-05,1,126,1,6,10,15,10,7,1,1,7,1,1
2992,Fold3.11819,108.5,-6.5,2007-07-12,2007-07-16,1,126,9,6,12,10,7,8,11,11,8,1,1
2993,Fold3.11820,108.5,-6.5,2007-07-17,2007-07-21,1,126,3,1,2,14,3,5,9,9,9,3,0
2994,Fold3.11821,108.5,-6.5,2007-07-22,2007-07-26,1,126,7,6,8,9,16,11,5,5,10,1,1
2995,Fold3.11822,108.5,-6.5,2007-07-27,2007-07-31,1,126,4,5,2,5,11,6,8,8,5,4,1
2996,Fold3.11823,108.5,-6.5,2007-08-01,2007-08-05,1,126,9,3,8,15,15,8,5,5,1,1,0
2997,Fold3.11824,108.5,-5.5,2007-07-12,2007-07-16,1,126,9,6,8,12,8,8,11,11,8,4,1
2998,Fold3.11825,108.5,-5.5,2007-07-17,2007-07-21,1,126,8,1,7,15,9,3,11,11,11,3,0
2999,Fold3.11826,108.5,-5.5,2007-07-22,2007-07-26,1,126,8,6,8,9,16,10,5,5,10,3,0
3000,Fold3.11827,108.5,-5.5,2007-07-27,2007-07-31,1,126,8,4,11,1,11,6,11,11,5,1,0
3001,Fold3.11828,108.5,-5.5,2007-08-01,2007-08-05,1,126,10,7,10,12,16,5,3,3,5,3,1
3002,Fold3.11829,108.5,-4.5,2007-07-12,2007-07-16,1,126,9,1,7,12,4,2,8,8,11,3,1
3003,Fold3.11830,108.5,-4.5,2007-07-17,2007-07-21,1,126,2,1,7,15,7,6,6,6,9,3,0
3004,Fold3.11831,108.5,-4.5,2007-07-22,2007-07-26,1,126,8,6,10,12,16,3,7,7,10,3,1
3005,Fold3.11832,108.5,-4.5,2007-07-27,2007-07-31,1,126,8,4,11,17,12,6,8,8,5,3,0
3006,Fold3.11833,108.5,-4.5,2007-08-01,2007-08-05,1,126,10,2,10,8,15,1,5,5,7,3,0
3007,Fold3.11834,108.5,-3.5,2007-07-12,2007-07-16,1,126,10,1,7,15,7,1,11,11,9,1,1
3008,Fold3.11835,108.5,-3.5,2007-07-17,2007-07-21,1,126,5,1,7,14,9,1,11,11,5,1,1
3009,Fold3.11836,108.5,-3.5,2007-07-22,2007-07-26,1,126,6,6,10,12,13,10,7,7,10,1,1
3010,Fold3.11837,108.5,-3.5,2007-07-27,2007-07-31,1,126,6,10,11,17,16,6,5,5,5,3,1
3011,Fold3.11838,108.5,-3.5,2007-08-01,2007-08-05,1,126,10,10,10,9,16,1,5,5,1,1,1
3012,Fold3.11839,107.5,-8.5,2007-07-12,2007-07-16,1,126,1,10,9,15,7,2,11,11,5,2,0
3013,Fold3.11840,107.5,-8.5,2007-07-17,2007-07-21,1,126,4,5,2,5,3,1,9,9,11,1,1
3014,Fold3.11841,107.5,-8.5,2007-07-22,2007-07-26,1,126,9,1,1,6,16,8,7,7,8,1,0
3015,Fold3.11842,107.5,-8.5,2007-07-27,2007-07-31,1,126,10,1,7,5,12,1,8,8,6,3,1
3016,Fold3.11843,107.5,-8.5,2007-08-01,2007-08-05,1,126,7,2,10,15,4,5,8,8,1,3,0
3017,Fold3.11844,107.5,-7.5,2007-07-12,2007-07-16,1,126,9,4,9,15,11,2,6,6,5,4,0
3018,Fold3.11845,107.5,-7.5,2007-07-17,2007-07-21,1,126,10,1,5,5,9,5,11,11,11,1,1
3019,Fold3.11846,107.5,-7.5,2007-07-22,2007-07-26,1,126,3,6,8,2,1,7,7,7,10,3,1
3020,Fold3.11847,107.5,-7.5,2007-07-27,2007-07-31,1,126,3,1,7,6,4,1,3,3,5,3,0
3021,Fold3.11848,107.5,-7.5,2007-08-01,2007-08-05,1,126,1,6,10,15,7,9,6,6,8,1,0
3022,Fold3.11849,107.5,-6.5,2007-07-12,2007-07-16,1,126,9,1,7,12,4,8,6,6,1,1,1
3023,Fold3.11850,107.5,-6.5,2007-07-17,2007-07-21,1,126,10,3,5,14,9,5,9,9,1,3,1
3024,Fold3.11851,107.5,-6.5,2007-07-22,2007-07-26,1,126,7,6,8,2,1,7,3,3,10,1,1
3025,Fold3.11852,107.5,-6.5,2007-07-27,2007-07-31,1,126,3,1,2,17,12,5,5,5,5,1,0
3026,Fold3.11853,107.5,-6.5,2007-08-01,2007-08-05,1,126,9,9,2,15,4,5,6,6,1,3,1
3027,Fold3.11854,107.5,-5.5,2007-07-12,2007-07-16,1,126,9,4,7,12,8,2,11,6,8,4,1
3028,Fold3.11855,107.5,-5.5,2007-07-17,2007-07-21,1,126,8,1,7,15,11,5,11,11,5,1,0
3029,Fold3.11856,107.5,-5.5,2007-07-22,2007-07-26,1,126,9,6,10,2,1,8,3,3,10,1,1
3030,Fold3.11857,107.5,-5.5,2007-07-27,2007-07-31,1,126,1,5,11,17,11,5,8,8,5,3,0
3031,Fold3.11858,107.5,-5.5,2007-08-01,2007-08-05,1,126,10,6,10,15,1,6,1,1,1,3,0
3032,Fold3.11859,107.5,-4.5,2007-07-12,2007-07-16,1,126,10,10,2,12,4,2,10,10,9,1,1
3033,Fold3.11860,107.5,-4.5,2007-07-17,2007-07-21,1,126,3,1,7,14,7,5,6,6,9,1,0
3034,Fold3.11861,107.5,-4.5,2007-07-22,2007-07-26,1,126,5,6,8,2,1,2,3,3,10,1,1
3035,Fold3.11862,107.5,-4.5,2007-07-27,2007-07-31,1,126,1,10,10,17,15,5,3,3,5,1,0
3036,Fold3.11863,107.5,-4.5,2007-08-01,2007-08-05,1,126,10,2,10,8,10,1,1,1,7,1,0
3037,Fold3.11864,107.5,-3.5,2007-07-12,2007-07-16,1,126,10,1,8,12,8,1,11,6,7,1,1
3038,Fold3.11865,107.5,-3.5,2007-07-17,2007-07-21,1,126,2,1,7,15,11,1,8,8,5,1,0
3039,Fold3.11866,107.5,-3.5,2007-07-22,2007-07-26,1,126,6,6,8,10,2,7,1,1,10,1,1
